股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3
sh600099,林海股份,2014-12-31,摩托车；摩托车,沿海发展；出口退税,江苏,8.01,8.12,7.97,8.04,21.9384062722,8.04001781356,0.003745,2591595.0,20815358.0,0.0118272864184,1761724800.0,1761724800.0,0.0,0.0,919.671786918,4.83048889588,-153.780658104,3.70747724683,8.21002149898,8.23602166946,8.53652541532,8.89768874258,9.20100825898,,-0.303811629605,-0.274644042716,-0.0583351737771,,30.823481048,33.95705913,24.5563248839,,8.6005256498,9.76817593123,7.43287536837,41.6666666667,50.0,37.1278638485,38.4571361062,41.877465053
sh600099,林海股份,2014-12-30,摩托车；摩托车,沿海发展；出口退税,江苏,8.26,8.29,7.95,8.01,21.8565534794,8.01002028758,-0.032609,2325500.0,18779762.0,0.0106129061701,1755151200.0,1755151200.0,0.0,0.0,916.240466372,4.81246620992,-153.20689827,3.693644548,8.21602138769,8.29402258476,8.6005256498,8.93935501032,9.24534124967,1日、5日均线死叉；,-0.299342301636,-0.267352145994,-0.0639803112849,,34.0856888616,35.523848171,31.209370243,死叉,8.67052563211,9.80816326613,7.5328879981,41.6666666667,50.0,35.5098498527,37.7151389175,41.5338951417
sh600099,林海股份,2014-12-29,摩托车；摩托车,沿海发展；出口退税,江苏,8.48,8.5,8.2,8.28,22.5932983452,8.28002357638,-0.024735,2751317.0,22901059.0,0.0125562112085,1814313600.0,1814313600.0,0.0,0.0,947.125274446,4.97468573713,-158.371225565,3.81815062162,8.18002119707,8.3840236204,8.67052563211,8.96902125128,9.29000761326,1日、10日均线死叉；,-0.286229450543,-0.259354607083,-0.0537496869188,,40.3808697411,36.2429278256,48.6567535719,,8.72252528,9.84696761427,7.59808294573,50.0,50.0,44.0039672841,41.8813395088,43.765420852
sh600099,林海股份,2014-12-26,摩托车；摩托车,沿海发展；出口退税,江苏,8.23,8.5,8.2,8.49,23.1663172011,8.49002432814,0.031592,4027448.0,33830372.0,0.0183801022271,1860328800.0,1860328800.0,0.0,0.0,971.146585232,5.10085539533,-162.387890025,3.91498784599,8.10202107361,8.44902465476,8.72252528,8.98802063168,9.32534052289,1日、10日均线金叉；,-0.292820590726,-0.252635896218,-0.0803693890152,,38.4474108063,34.1739568679,46.994318683,金叉,8.78102507697,9.90731163941,7.65473851453,58.3333333333,50.0,52.0780828722,45.461759193,45.5912017646
sh600099,林海股份,2014-12-25,摩托车；摩托车,沿海发展；出口退税,江苏,8.07,8.34,8.03,8.23,22.4568600776,8.23002148925,0.019827,2916522.0,23944879.0,0.0133101588171,1803357600.0,1803357600.0,0.0,0.0,941.405696469,4.94464419589,-157.414840387,3.79509325973,8.15602117289,8.48302560067,8.78102507697,8.99135324687,9.35400678841,1日、5日均线金叉；,-0.31835596851,-0.242589722591,-0.151532491837,,29.0420839514,32.0372298988,23.0517920566,,8.85602490336,9.96614769852,7.7459021082,58.3333333333,48.6111111111,40.8873174596,39.601628806,42.7578031234
sh600099,林海股份,2014-12-24,摩托车；摩托车,沿海发展；出口退税,江苏,7.86,8.14,7.8,8.07,22.0202642973,8.0700172571,0.030651,3283654.0,26068237.0,0.0149856425703,1768298400.0,1768298400.0,0.0,0.0,923.103326808,4.84851273392,-154.354454615,3.7213108299,8.26202183994,8.54002689873,8.85602490336,9.00235253003,9.38917318265,,-0.319844747562,-0.223648161112,-0.192393172901,,25.4179646367,33.5348028725,9.18428816531,,8.93702492172,9.9998580965,7.87419174695,50.0,47.2222222222,32.8451076417,35.7044351283,40.9440758127
sh600099,林海股份,2014-12-23,摩托车；摩托车,沿海发展；出口退税,江苏,7.95,8.07,7.78,7.83,21.3653936176,7.83001933447,-0.007605,3193864.0,25349094.0,0.0145758671048,1715709600.0,1715709600.0,0.0,0.0,895.650736096,4.70432060311,-149.764037114,3.61064107045,8.37202378183,8.59002836824,8.93702492172,9.02935194317,9.43000626812,,-0.300801343768,-0.199599014499,-0.202404658538,,26.433398568,37.5932219903,4.11375172342,,9.04002462885,10.0094884237,8.07056083395,41.6666666667,47.2222222222,19.085125788,29.4448913825,38.1259739826
sh600099,林海股份,2014-12-22,摩托车；摩托车,沿海发展；出口退税,江苏,8.77,8.77,7.88,7.89,21.5291225949,7.89002295908,-0.099315,6335609.0,51707551.0,0.0289138782402,1728856800.0,1728856800.0,0.0,0.0,902.514357787,4.74037112552,-150.91172075,3.63831042121,8.58802604373,8.64002915563,9.04002462885,9.05835118933,9.47283939759,1日、10日均线死叉；5日、10日均线死叉；20日、30日均线死叉；,-0.247683591258,-0.174298432182,-0.146770318153,,37.6339688198,43.1731337015,26.5556390564,死叉,9.16302394538,10.0990603171,8.22698757371,41.6666666667,48.6111111111,19.9362080063,30.1168660198,38.5669295941
sh600099,林海股份,2014-12-19,摩托车；摩托车,沿海发展；出口退税,江苏,8.7,8.85,8.62,8.76,23.9030544473,8.76002482453,0.0,4292123.0,37534739.0,0.019588002008,1919491200.0,1919491200.0,0.0,0.0,1002.03107389,5.26307324483,-167.552163909,4.03949263195,8.7960282359,8.74302929782,9.16302394538,9.10968380467,9.50483908211,1日、10日均线金叉；,-0.182392813051,-0.155952142413,-0.0528813412761,,56.0123567384,45.9427161423,76.1516379306,,9.19552301099,10.1156245582,8.27542146373,50.0,50.0,43.2280212099,43.2289511853,45.9516555242
sh600099,林海股份,2014-12-18,摩托车；摩托车,沿海发展；出口退税,江苏,8.62,8.76,8.53,8.76,23.9030544473,8.76002482453,0.016241,2405710.0,20906528.0,0.0109789612997,1919491200.0,1919491200.0,0.0,0.0,1002.03107389,5.26307324483,-167.552163909,4.03949263195,8.81003002846,8.77502916283,9.19552301099,9.13634958638,9.52083877655,5日、10日均线金叉；,-0.184987059704,-0.149341974753,-0.0712901699008,,50.2685351076,40.9078958443,68.9898136344,,9.22852227914,10.1302077408,8.32683681744,50.0,48.6111111111,43.2280212099,43.2289511853,45.9516555242
