股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3
sh600156,华升股份,2014-12-31,纺织行业；纺织行业,长株潭；土地流转；土地流转；长株潭；金融参股；参股金融,湖南,7.3,7.48,7.27,7.45,14.11993183,7.44245315579,0.014986,3709659.0,27372203.0,0.00922546697073,2995724730.0,2995724730.0,0.0,0.0,31.6478529814,3.06510805653,-20.8920470993,4.27123767597,7.57831840235,7.55634423429,7.56533628706,7.5953027656,7.51155222005,5日、30日均线死叉；10日、20日均线死叉；10日、30日均线死叉；,0.00997982481175,0.0425415335877,-0.0651234175519,,33.5883633175,37.4794660631,25.8061578263,,7.5733283395,8.12292071065,7.02373596836,50.0,55.5555555556,44.6176454859,47.4834125116,50.1498576059
sh600156,华升股份,2014-12-30,纺织行业；纺织行业,长株潭；土地流转；土地流转；长株潭；金融参股；参股金融,湖南,7.51,7.53,7.28,7.34,13.9114547688,7.3325673022,-0.023936,6015869.0,44351725.0,0.0149607284152,2951492550.0,2951492550.0,0.0,0.0,31.1805807975,3.01985254627,-20.5835815462,4.2081739807,7.63026705713,7.62427650673,7.5733283395,7.59363796169,7.50772284689,5日、10日均线金叉；1日、60日均线死叉；,0.0226449601665,0.0506819607817,-0.0560740012303,,33.0558123029,39.4250174359,20.3174020371,,7.58431712479,8.12780451786,7.04082973172,50.0,55.5555555556,39.3445977202,45.0483480181,48.8955627257
sh600156,华升股份,2014-12-29,纺织行业；纺织行业,长株潭；土地流转；土地流转；长株潭；金融参股；参股金融,湖南,7.94,8.11,7.45,7.52,14.2526051251,7.51238371889,-0.049305,10696042.0,82920245.0,0.0265997446559,3023872480.0,3023872480.0,0.0,0.0,31.9452216223,3.09390833621,-21.088352348,4.3113709559,7.62027813445,7.67922183434,7.58431712479,7.59230597185,7.50489235573,5日、20日均线金叉；5日、30日均线金叉；1日、5日均线死叉；1日、10日均线死叉；1日、20日均线死叉；1日、30日均线死叉；,0.0496692749644,0.0576912109355,-0.0160438719422,死叉,40.2087184544,42.6096200023,35.4069153585,死叉,7.5858154086,8.13306779004,7.03856302716,58.3333333333,54.1666666667,45.2151750546,48.4157888564,50.9041494062
sh600156,华升股份,2014-12-26,纺织行业；纺织行业,长株潭；土地流转；土地流转；长株潭；金融参股；参股金融,湖南,7.7,8.0,7.61,7.91,14.9917745703,7.90199140512,0.02594,9923544.0,77634462.0,0.0246786369013,3180695650.0,3180695650.0,0.0,0.0,33.6019665847,3.25436479229,-22.1820377177,4.53496752996,7.5543464596,7.7121892078,7.5858154086,7.58697803316,7.49873195265,20日、30日均线死叉；,0.0651310848797,0.0596966949282,0.0108687799028,金叉,45.4194606603,43.8100707763,48.6382404283,金叉,7.59530533983,8.21263897529,6.97797170438,58.3333333333,52.7777777778,61.8885198591,56.8572259401,55.6510395671
sh600156,华升股份,2014-12-25,纺织行业；纺织行业,长株潭；土地流转；土地流转；长株潭；金融参股；参股金融,湖南,7.7,7.85,7.6,7.71,14.612720598,7.70219642973,0.0,7015075.0,54162715.0,0.0174456311921,3100273510.0,3100273510.0,0.0,0.0,32.7523701042,3.17208101087,-21.6211841996,4.42030482286,7.51039288214,7.69320925277,7.59530533983,7.56333529216,7.48857556331,,0.044249469339,0.0583380974404,-0.0281772562027,,39.4057867351,43.0053758343,32.2066085368,,7.62277671767,8.35868720301,6.88686623233,58.3333333333,52.7777777778,54.7592683812,53.0056012874,53.5210064629
sh600156,华升股份,2014-12-24,纺织行业；纺织行业,长株潭；土地流转；土地流转；长株潭；金融参股；参股金融,湖南,7.39,7.99,7.31,7.71,14.612720598,7.70219642973,0.057613,9546924.0,72932486.0,0.0237420291476,3100273510.0,3100273510.0,0.0,0.0,32.7523701042,3.17208101087,-21.6211841996,4.42030482286,7.53437006624,7.64425941848,7.62277671767,7.54302231078,7.48358059163,1日、5日均线金叉；1日、10日均线金叉；1日、20日均线金叉；1日、30日均线金叉；1日、60日均线金叉；10日、20日均线金叉；5日、10日均线死叉；5日、30日均线死叉；,0.0372960670799,0.0618602544657,-0.0491283747717,,37.4774744289,44.8051703839,22.8220825191,,7.62477411769,8.38417773333,6.86537050205,58.3333333333,54.1666666667,54.7592683812,53.0056012874,53.5210064629
sh600156,华升股份,2014-12-23,纺织行业；纺织行业,长株潭；土地流转；土地流转；长株潭；金融参股；参股金融,湖南,7.23,7.6,7.14,7.29,13.816699112,7.28262268877,0.013908,5366120.0,39378885.0,0.0133448823144,2931387020.0,2931387020.0,0.0,0.0,30.9681992413,2.99928330199,-20.4433797614,4.17951067437,7.61828595633,7.59630848182,7.62477411769,7.52137728198,7.47775318849,5日、20日均线死叉；,0.0278785090388,0.0680013013122,-0.0802455845467,,34.5850059697,48.4690183613,6.81698118631,,7.63925898371,8.39273295368,6.88578501374,50.0,54.1666666667,37.7875041938,44.2178500077,48.7760419496
sh600156,华升股份,2014-12-22,纺织行业；纺织行业,长株潭；土地流转；土地流转；长株潭；金融参股；参股金融,湖南,7.48,7.61,7.1,7.19,13.6271723983,7.18272534467,-0.06502,11731695.0,85163732.0,0.0291752866338,2891175950.0,2891175950.0,0.0,0.0,30.5434016117,2.95814147042,-20.1629534054,4.12217940323,7.73816553423,7.57133388819,7.63925898371,7.50938910675,7.48158270096,1日、10日均线死叉；1日、20日均线死叉；1日、30日均线死叉；1日、60日均线死叉；,0.0581730102699,0.0780319993805,-0.0397179782213,死叉,45.139920302,55.4110245572,24.5977117917,,7.65374377698,8.38327852592,6.92420902804,41.6666666667,54.1666666667,32.7844958687,41.8443989021,47.5543896008
sh600156,华升股份,2014-12-19,纺织行业；纺织行业,长株潭；土地流转；土地流转；长株潭；金融参股；参股金融,湖南,7.7,7.8,7.39,7.69,14.574827695,7.6822235178,-0.01788,12727602.0,96281385.0,0.0316519852121,3092231300.0,3092231300.0,0.0,0.0,32.6674384604,3.16385534495,-21.5651173345,4.40884233164,7.87003195599,7.59630820969,7.65374377698,7.50972172278,7.48274818079,,0.10616502309,0.0829967466582,0.0463365528644,,60.2905256143,60.5465766848,59.7784234734,死叉,7.6412558152,8.37381293068,6.90869869971,50.0,55.5555555556,49.3061433312,51.9818326304,53.6901066571
sh600156,华升股份,2014-12-18,纺织行业；纺织行业,长株潭；土地流转；土地流转；长株潭；金融参股；参股金融,湖南,8.16,8.38,7.82,7.83,14.8401699334,7.82208235022,-0.0369,12850676.0,103398297.0,0.0319580551387,3148526800.0,3148526800.0,0.0,0.0,33.2621659883,3.22145495963,-21.957721393,4.48910757508,7.87602562339,7.57932438937,7.6412558152,7.49240543693,7.47409024432,1日、5日均线死叉；,0.115018068763,0.0772046775501,0.0756267824265,,66.550438103,60.67460222,78.302109869,,7.61478203125,8.34297716628,6.88658689623,58.3333333333,55.5555555556,55.8764972303,55.4284312949,55.6156087564
