股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3
sh600499,科达洁能,2014-12-31,机械行业；机械行业,低碳经济；空气治理；空气治理；信托重仓；低碳经济；股权激励,广东,18.32,18.6,18.26,18.46,262.541034559,18.3235972281,0.007642,5646220.0,103981968.0,0.00861572592732,12097555340.0,12870813390.0,0.0,0.0,26.5254644875,2.78202475012,-113.640840472,3.54078396874,18.4546213694,18.4814292176,18.9613725466,19.5815957119,19.7473737956,5日、10日均线死叉；,-0.463336289156,-0.43389614813,-0.0588802820504,,23.8179438197,29.1385740482,13.1766833628,,19.1216817067,21.6282070581,16.6151563553,50.0,51.3888888889,37.0165568901,37.3506111516,41.858947473
sh600499,科达洁能,2014-12-30,机械行业；机械行业,低碳经济；空气治理；空气治理；信托重仓；低碳经济；股权激励,广东,18.6,18.69,18.25,18.32,260.549912131,18.1846302835,-0.011333,7726135.0,142872351.0,0.011789526734,12005807900.0,12773201590.0,0.0,0.0,26.324294231,2.7609257555,-112.77898348,3.51393051177,18.5082233585,18.5022750178,19.1216817067,19.6335433732,19.7569698038,,-0.470373431375,-0.426536112874,-0.0876746370013,,23.6579502123,31.7988891624,7.37607231219,,19.2492345213,21.7257140476,16.7727549951,41.6666666667,50.0,28.6349057377,34.2393627809,40.6050772871
sh600499,科达洁能,2014-12-29,机械行业；机械行业,低碳经济；空气治理；空气治理；信托重仓；低碳经济；股权激励,广东,18.7,18.71,18.47,18.53,263.536572102,18.3930790484,-0.011206,10303833.0,191068903.0,0.0157229086238,12143429060.0,12919619290.0,0.0,0.0,26.6260472242,2.7925739966,-114.071758721,3.55421037798,18.5499154112,18.5290773358,19.2492345213,19.682513342,19.763422441,5日、10日均线金叉；1日、5日均线死叉；1日、10日均线死叉；,-0.458364226807,-0.415576783249,-0.0855748871161,,32.2158972811,35.8693586374,24.9089745685,死叉,19.3648761427,21.8164922282,16.9132600573,50.0,50.0,34.3486283539,36.7487003205,41.9041428167
sh600499,科达洁能,2014-12-26,机械行业；机械行业,低碳经济；空气治理；空气治理；信托重仓；低碳经济；股权激励,广东,18.85,18.85,18.57,18.74,266.523231434,18.6015277685,-0.00899,9026408.0,168915195.0,0.0137736498825,12281050220.0,13066037000.0,0.0,0.0,26.9278001527,2.82422223092,-115.364533686,3.59449023556,18.5459490896,18.5767251775,19.3648761427,19.7480266674,19.7596181869,30日、60日均线死叉；,-0.457592873009,-0.404879922359,-0.105425901298,,39.9027932901,37.6960893156,44.3162012391,,19.4829997178,21.9267361594,17.0392632762,58.3333333333,48.6111111111,41.1992761775,39.3953059622,43.2295456348
sh600499,科达洁能,2014-12-25,机械行业；机械行业,低碳经济；空气治理；空气治理；信托重仓；低碳经济；股权激励,广东,19.12,19.12,18.73,18.91,268.941011124,18.7702725185,0.00961,7728012.0,145903438.0,0.0117923909076,12392457820.0,13184565610.0,0.0,0.0,27.1720771261,2.84984231332,-116.411069198,3.62709784519,18.5022784067,18.6273517441,19.4829997178,19.8099004005,19.7569719931,1日、10日均线金叉；,-0.471176318425,-0.391701684697,-0.158949267456,,40.3805057246,36.5927373283,47.9560425171,金叉,19.591693303,22.0322038859,17.1511827201,58.3333333333,47.2222222222,47.6042568479,41.6195752722,44.3169945378
sh600499,科达洁能,2014-12-24,机械行业；机械行业,低碳经济；空气治理；空气治理；信托重仓；低碳经济；股权激励,广东,18.7,18.77,18.58,18.73,266.38108886,18.5916071736,0.010793,6582364.0,122951058.0,0.0100442143925,12274496830.0,13059064730.0,0.0,0.0,26.9134389775,2.82271601244,-115.303007298,3.59257321658,18.5082370657,18.6521708633,19.591693303,19.8658187355,19.7465504326,1日、5日均线金叉；,-0.49884154412,-0.371833026265,-0.254017035709,,32.1497059553,34.6988531302,27.0514116055,,19.7271867689,22.1734935564,17.2808799814,50.0,45.8333333333,39.2745929417,38.2349781345,42.8584942619
sh600499,科达洁能,2014-12-23,机械行业；机械行业,低碳经济；空气治理；空气治理；信托重仓；低碳经济；股权激励,广东,18.53,18.83,18.4,18.53,263.536736859,18.3930905473,0.00108,9873635.0,183497805.0,0.015066457394,12143429060.0,12919619290.0,0.0,0.0,26.6260638702,2.79257574245,-114.071830036,3.55421259999,18.4963266772,18.6819531473,19.7271867689,19.9091638829,19.7430770942,20日、60日均线死叉；,-0.508705174607,-0.340080896801,-0.337248555611,,32.1531303616,35.9734267177,24.5125376494,死叉,19.8532498334,22.2505002683,17.4559993985,41.6666666667,44.4444444444,28.7929379946,34.3589847703,41.2190618427
sh600499,科达洁能,2014-12-22,机械行业；机械行业,低碳经济；空气治理；空气治理；信托重仓；低碳经济；股权激励,广东,18.41,18.91,18.37,18.51,263.252424241,18.37324744,-0.00054,14031365.0,260426415.0,0.0214108545639,12130322280.0,12905674750.0,0.0,0.0,26.5973387443,2.78956301439,-113.94876537,3.55037819154,18.5082392603,18.7613656525,19.8532498334,19.9548251789,19.7432433146,,-0.493682803941,-0.29792482735,-0.391515953181,,41.9304829439,37.8835748957,50.0242990403,,19.9778231955,22.3084923256,17.6471540654,41.6666666667,45.8333333333,27.7542059244,33.9793689271,41.0570663341
sh600499,科达洁能,2014-12-19,机械行业；机械行业,低碳经济；空气治理；空气治理；信托重仓；低碳经济；股权激励,广东,18.96,19.09,18.39,18.52,263.394657356,18.3831743542,-0.022175,16031384.0,298429679.0,0.0244627398148,12136875670.0,12912647020.0,0.0,0.0,26.6117090672,2.7910701923,-114.010330948,3.55229643161,18.6075012655,18.86261541,19.9778231955,20.0044569544,19.7625999788,1日、5日均线死叉；,-0.465307566405,-0.248985333202,-0.432644466406,,38.1189387016,35.8601208716,42.6365743615,金叉,20.0512769745,22.2716135116,17.8309404374,41.6666666667,47.2222222222,27.9240231744,34.0697242379,41.111385082
sh600499,科达洁能,2014-12-18,机械行业；机械行业,低碳经济；空气治理；空气治理；信托重仓；低碳经济；股权激励,广东,18.76,19.32,18.71,18.94,269.367890324,18.8000658136,0.014462,23995636.0,457000191.0,0.0366156159816,12412117990.0,13205482430.0,0.0,0.0,27.2152062662,2.85436575287,-116.595843784,3.63285499104,18.7524250815,19.1782696428,20.0512769745,20.0547504426,19.7837765525,1日、5日均线金叉；20日、30日均线死叉；,-0.423333075335,-0.194904774902,-0.456856600868,,32.8305819654,34.7307119566,29.030321983,,20.131678959,22.2875464132,17.9758115048,50.0,48.6111111111,35.5326900679,37.9550567427,43.4235144623
